gene_name	description	gene_id	source	location	mgdb_id
IDP781	LOC100279929	GRMZM2G020146	EntrezGene	5:69096740-69101545	IDP781
IDP785	LOC100283447	GRMZM2G172138	EntrezGene	2:214522505-214526329	IDP785
IDP798	LOC100285191	GRMZM2G036050	EntrezGene	3:227623191-227632306	IDP798
IDP844	LOC100282577	GRMZM2G110832	EntrezGene	9:4009266-4010953	IDP844
IDP851	LOC100283256	GRMZM2G119258	EntrezGene	4:160339330-160346758	IDP851
IDP866	LOC100217241	GRMZM2G176977	EntrezGene	2:171066523-171074311	IDP866
IDP88	LOC100279858	GRMZM2G074103	EntrezGene	8:25343293-25350102	IDP88
IDP89	LOC100273249	GRMZM2G029029	EntrezGene	5:204083826-204089115	IDP89
IDP96	LOC100192639	GRMZM2G161302	EntrezGene	7:132064765-132074425	IDP96
IDPC175	LOC100274593	AC208204.3_FG006	EntrezGene	1:38637065-38637541	IDPC175
igl1	indole-3-glycerol phosphate lyase1	GRMZM2G046191	EntrezGene	1:288261016-288266253	igl1
inra1(tmp)	transmembrane protein	GRMZM2G174807	EntrezGene	2:18133344-18135367	inra1(tmp)
iso2	isoamylase-type starch debranching enzyme ISO2	GRMZM2G090905	EntrezGene	6:144564725-144567105	iso2
iso3	isoamylase-type starch debranching enzyme ISO3	GRMZM2G150796	EntrezGene	7:129101505-129113096	iso3
isp1	iron-sulfur protein1	GRMZM2G023194	EntrezGene	10:111776610-111779617	isp1
kan1	kanadi1	GRMZM2G056400	MaizeGDB	1:215606266-215611664	kan1
kan3	kanadi3	GRMZM2G175827	EntrezGene	4:80073206-80086056	kan3
kch3	potassium channel3	GRMZM2G081666	EntrezGene	4:226938115-226942400	kch3
kch5	potassium channel5	GRMZM2G171279	EntrezGene	8:147093507-147098469	kch5
kds1	CMP-KDO synthetase1	GRMZM2G119256	EntrezGene	8:68934995-68937783	kds1
kik1	kinase interacting kinase1	GRMZM5G889999	EntrezGene	7:156180974-156186803	kik1
kin1	knotted1 induced1	GRMZM2G158394	EntrezGene	7:176215220-176216920	kin1
kip1	knotted interacting protein1	GRMZM2G163761	EntrezGene	1:256513586-256515267	kip1
kn1	knotted1	GRMZM2G017087	EntrezGene	1:271340805-271348525	kn1
KNOX2_MAIZE	Homeobox protein knotted-1-like 2 Fragment 	GRMZM2G055243	Uniprot/SWISSPROT	9:92862609-92871006	knox2
knox7	KNOX family class 2 homeodomain protein	GRMZM2G433591	EntrezGene	4:235205323-235210473	knox7
leg1	legumin1	GRMZM2G174883	EntrezGene	6:39891824-39893787	leg1
lem1	lethal embryo mutant1	AC234157.1_FG002	EntrezGene	1:281107354-281109091	lem1
les22	lesion22	GRMZM2G044074	EntrezGene	1:56558221-56562800	les22
lg1	liguleless1	GRMZM2G036297	EntrezGene	2:4259524-4263201	lg1
lg2	liguleless2	GRMZM2G060216	EntrezGene	3:176800215-176808889	lg2
lg3	liguleless3	GRMZM2G087741	EntrezGene	3:53881358-53891197	lg3
lg4	liguleless4	GRMZM2G094241	EntrezGene	8:130850435-130856002	lg4
lg4b	knotted related homeobox5	GRMZM5G832409	EntrezGene	6:24181660-24193140	lg4b
lip15	low temperature-induced protein15	GRMZM2G448607	EntrezGene	6:24281027-24282391	lip15
lls1	lethal leaf-spot 1	GRMZM2G339563	MaizeGDB	1:10092334-10096672	lls1
lon1	LON peptidase1	GRMZM2G109560	EntrezGene	7:143324584-143333421	lon1
LOX4	lipoxygenase	GRMZM2G109056	EntrezGene	1:264209651-264226078	lox4
LOX5	lipoxygenase	GRMZM2G102760	EntrezGene	5:12274159-12279067	lox5
lox6	lipoxygenase6	GRMZM2G040095	EntrezGene	2:4186513-4190624	lox6
lox7	lipoxygenase7	GRMZM2G070092	EntrezGene	10:120216862-120221081	lox7
lox9	lipoxygenase9	GRMZM2G017616	EntrezGene	1:16574646-16581541	lox9
lpa1	low phytic acid 1	GRMZM5G820122	EntrezGene	1:9303132-9306911	lpa1
lpa1	low phytic acid1	GRMZM2G155242	EntrezGene	1:25284139-25288349	lpa1
lpa2	low phytic acid2	GRMZM2G456626	EntrezGene	1:101830081-101832342	lpa2
LPE1	permease 1	GRMZM5G858417	EntrezGene	1:262997924-263003009	lpe1
lrk1	Ser/Thr receptor-like kinase1	GRMZM2G064750	EntrezGene	8:9630049-9633821	lrk1
ltk1	leucine-rich repeat transmembrane protein kinase 1	GRMZM2G153393	MaizeGDB	1:17640825-17656415	ltk1
ltk2	leucine-rich repeat transmembrane protein kinase 2	GRMZM2G330907	EntrezGene	9:149997326-150009049	ltk2
mads1	MADS1	GRMZM2G171365	EntrezGene	9:153812731-153832523	mads1
maf1	MFP1 attachment factor 1	GRMZM2G479245	EntrezGene	9:147478592-147479415	maf1
mas1	malate synthase1	GRMZM2G102183	EntrezGene	2:36317292-36319768	mas1
mbd105	methyl binding domain	GRMZM2G476933	EntrezGene	3:88528132-88533870	mbd105
mdh6	malate dehydrogenase6	GRMZM2G129513	EntrezGene	1:203170067-203174226	mdh6
me2	NADP-dependent malic enzyme	GRMZM2G122479	EntrezGene	6:139275339-139281024	me2
me3	NADP malic enzyme3	GRMZM2G085019	EntrezGene	3:7275169-7280519	me3
mek1	MEK homolog1	GRMZM2G167856	EntrezGene	3:201894260-201901554	mek1
mfs14	hypothetical protein	GRMZM5G826261	MaizeGDB	4:195060963-195061630	mfs14
mgs1	male-gametophyte specific1	GRMZM2G317406	EntrezGene	10:111842705-111843643	mgs1
mha2	plasma-membrane H+ATPase2	GRMZM2G019404	EntrezGene	2:4299718-4307332	mha2
mir2	maize insect resistance2	GRMZM2G150256	EntrezGene	6:88903392-88908316	mir2
mlo1	barley mlo defense gene homolog1	GRMZM2G032219	EntrezGene	1:6233827-6237469	mlo1
mlo2	barley mlo defense gene homolog2	GRMZM2G040441	EntrezGene	1:84538003-84543813	mlo2
mlo3	barley mlo defense gene homolog3	GRMZM2G031331	EntrezGene	2:46437782-46442878	mlo3
mlo4	barley mlo defense gene homolog4	GRMZM2G089259	EntrezGene	4:207260752-207266186	mlo4
mlo6	barley mlo defense gene homolog6	GRMZM2G325653	EntrezGene	5:64674608-64681233	mlo6
mlo7	barley mlo defense gene homolog7	GRMZM2G416887	EntrezGene	9:102179168-102197314	mlo7
mlo8	barley mlo defense gene homolog8	GRMZM5G881803	EntrezGene	6:147427694-147447150	mlo8
mop1	truncated MOP1	GRMZM2G042443	MaizeGDB	2:40502579-40508183	mop1
mpk6	LOC542143	GRMZM2G089484	EntrezGene	10:88681122-88686973	mpk6
mtl1	metallothionein1	GRMZM2G164229	EntrezGene	4:1075603-1077563	mtl1
mtl2	metallothionein2	GRMZM2G402564	EntrezGene	1:84814341-84815071	mtl2
MUS1	DNA mismatch repair protein MSH2	GRMZM2G056075	EntrezGene	7:162766242-162775956	mus1
mus3	mismatch binding protein Mus3	GRMZM2G421541	MaizeGDB	7:110046009-110056085	mus3
mwp1	milkweed pod1	GRMZM2G082264	EntrezGene	7:107233099-107239726	mwp1
myb2	myb2	AC203535.4_FG001	EntrezGene	3:157508995-157517825	myb2
myb2	transcription factor MYB2	GRMZM2G081557	EntrezGene	10:140048664-140050182	myb2
nad3	NADH dehydrogenase subunit 3	GRMZM5G876913	EntrezGene	Mt:262806-263162	nad3(mtNB)
NAS1	NAS1 protein	GRMZM2G034956	EntrezGene	9:135796454-135797695	nas1
NAS1	NAS1 protein	GRMZM2G385200	EntrezGene	9:135550861-135552092	nas1
NAS2	NAS2 protein	GRMZM2G030036	EntrezGene	1:49287309-49289760	nas2
nbp1	nucleic acid binding protein1	GRMZM2G011129	EntrezGene	7:46478537-46482054	nbp1
ndhA	NADH dehydrogenase subunit 1	GRMZM5G874448	EntrezGene	Pt:114343-116454	ndhA (cp)
ndhD	NADH dehydrogenase subunit 4	GRMZM5G800096	EntrezGene	Pt:110138-111685	ndhD (cp)
ndhE	NADH dehydrogenase subunit 4L	GRMZM5G835775	EntrezGene	Pt:112473-112778	ndhE (cp)
ndhF	NADH dehydrogenase subunit 5	GRMZM5G894515	EntrezGene	Pt:105072-107369	ndhF(cp)
ndhF	NADH dehydrogenase F	GRMZM2G405584	MaizeGDB	10:90140274-90144126	ndhF(cp)
ndhH	NADH dehydrogenase 49 kDa subunit	GRMZM5G853723	EntrezGene	Pt:116456-117637	ndhH (cp)
ndhI	NADH dehydrogenase 18 kDa subunit	GRMZM5G866223	EntrezGene	Pt:113707-114249	ndhI (cp)
ndhK	NADH dehydrogenase 27 kDa subunit	GRMZM5G800980	EntrezGene	Pt:50535-52367	ndhK (cp)
ndhK	NADH dehydrogenase 27 kDa subunit	GRMZM2G448142	EntrezGene	1:203901792-203910810	ndhK (cp)
nfd102	nucleosome/chromatin assembly factor D	GRMZM2G145968	EntrezGene	2:17348097-17355999	nfd102
nip2b	NOD26-like membrane intrinsic protein2	GRMZM2G137108	EntrezGene	6:112955881-112960028	nip2b
nip3a	NOD26-like membrane intrinsic protein3	GRMZM2G176209	EntrezGene	1:223842177-223846120	nip3a
nrx1	nucleoredoxin1	GRMZM2G048324	EntrezGene	1:70424654-70429257	nrx1
ns2	narrow sheath2	GRMZM2G069028	EntrezGene	2:142531613-142533651	ns2
o2	opaque endosperm2	GRMZM2G015534	EntrezGene	7:10793341-10796233	o2
obf3.2	octopine synthase binding factor3	GRMZM2G125243	EntrezGene	8:171296766-171302771	obf3.2
ohp2	opaque2 heterodimerizing protein2	GRMZM2G007063	EntrezGene	5:4253373-4257134	ohp2
opr1	12-oxo-phytodienoic acid reductase1	GRMZM2G106303	EntrezGene	9:7393220-7394900	opr1
opr2	12-oxo-phytodienoic acid reductase2	GRMZM2G000236	EntrezGene	9:7308153-7309906	opr2
OPR3	12-oxo-phytodienoic acid reductase	GRMZM2G156712	EntrezGene	6:111465825-111467511	opr3
opr5	12-oxo-phytodienoic acid reductase5	GRMZM2G087192	EntrezGene	2:47087776-47091009	opr5
opr6	12-oxo-phytodienoic acid reductase6	GRMZM2G068947	EntrezGene	3:69855687-69858004	opr6
OPR8	12-oxo-phytodienoic acid reductase	GRMZM2G082087	EntrezGene	4:63536096-63541516	opr8
orc1	origin recognition complex1	GRMZM2G455243	EntrezGene	9:12345652-12367654	orc1
orc2	origin recognition complex subunit 2	GRMZM2G117238	EntrezGene	5:190481279-190485049	orc2
orc3	origin recognition complex subunit 3	GRMZM2G381822	EntrezGene	1:174002392-174005818	orc3
ov23	LOC542326	GRMZM2G010669	EntrezGene	10:30864254-30868425	ov23
oy1	oil yellow1	GRMZM2G419806	EntrezGene	10:9220900-9225379	oy1
pac1	pale aleurone color1	GRMZM2G058432	EntrezGene	5:196614920-196618884	pac1
pao1	polyamine oxidase1	GRMZM2G034152	EntrezGene	10:62249317-62253700	pao1
PARP1	poly(ADP)-ribose polymerase	GRMZM5G831712	MaizeGDB	2:157461494-157494360	parp1
PARP2_MAIZE	Poly [ADP-ribose] polymerase 2 (PARP-2)(EC 2.4.2.30)(NAD(+) ADP-ribosyltransferase 2)(ADPRT-2)(Poly[ADP-ribose] synthase 2)	GRMZM2G099231	Uniprot/SWISSPROT	8:44016164-44019239	parp2
pcna1	proliferating cell nuclear antigen1	GRMZM2G030523	EntrezGene	5:214424827-214427180	pcna1
pdc1	pyruvate decarboxylase1	AC197705.4_FG001	EntrezGene	8:118165588-118167724	pdc1
pdc2	pyruvate decarboxylase	GRMZM2G038821	EntrezGene	8:15548387-15551947	pdc2
pdc3	pyruvate decarboxylase3	GRMZM2G087186	EntrezGene	1:45512802-45515978	pdc3
pdh1	NADPH producing dehydrogenase of the oxidative pentose phosphate pathway	GRMZM2G145715	EntrezGene	3:153925171-153929056	pdh1
pdh2	pyruvate dehydrogenase2	GRMZM2G043198	EntrezGene	1:195400126-195416505	pdh2
pdi12	protein disulfide isomerase12	GRMZM2G067063	EntrezGene	2:203713965-203723595	pdi12
pdi3	protein disulfide isomerase3	GRMZM2G134889	EntrezGene	4:241233055-241239106	pdi3
PDK1	3-phosphoinositide dependent protein kinase 1	GRMZM2G097821	GenBank	3:174059825-174064992	pdk1
PDK2	pyruvate dehydrogenase kinase isoform 2	AC217975.3_FG001	EntrezGene	7:168592020-168595349	pdk2
pdlk1	pyruvate dehydrogenase (lipoamide) kinase1	GRMZM2G107196	EntrezGene	1:64004688-64010386	pdlk1
PEP4	phosphoenolpyruvate carboxylase	GRMZM2G473001	EntrezGene	7:86433388-86439128	pep4
petB	cytochrome b6	GRMZM5G800780	EntrezGene	Pt:73842-74543	petB (cp)
petB	cytochrome b6	GRMZM2G463640	EntrezGene	5:21501641-21503463	petB (cp)
petD	cytochrome b6/f complex subunit 4	GRMZM5G884960	EntrezGene	Pt:75428-75952	petD (cp)
petD	cytochrome b6/f complex subunit 4	GRMZM2G427557	EntrezGene	5:209939509-209946978	petD (cp)
petD		GRMZM2G427444	MaizeGDB	5:209941447-209965363	petD (cp)
petG	cytochrome B6-F complex subunit 5	GRMZM2G537730	EntrezGene	1:93981745-93984281	petG (cp)
petG	cytochrome B6-F complex subunit 5	GRMZM2G547408	EntrezGene	10:90315935-90316307	petG (cp)
pgd2	6-phosphogluconate dehydrogenase2	GRMZM2G127798	EntrezGene	6:57744396-57747092	pgd2
pgl1	exopolygalacturonase1	GRMZM2G418644	EntrezGene	10:14690751-14693084	pgl1
pgl1	exopolygalacturonase1	GRMZM2G454608	EntrezGene	6:99320193-99322450	pgl1
pgl1	exopolygalacturonase1	GRMZM2G320175	EntrezGene	6:99418384-99420663	pgl1
phb2	prohibitin2	GRMZM2G107114	EntrezGene	10:123188947-123190511	phb2
phb3	prohibitin3	GRMZM2G410710	EntrezGene	5:177824670-177827620	phb3
phb4	prohibitin4	AC217358.3_FG005	EntrezGene	1:296891350-296893628	phb4
phi1	phosphohexose isomerase1	GRMZM2G065083	EntrezGene	1:283086410-283088116	phi1
PHYA1_MAIZE	Phytochrome A 	GRMZM2G181028	Uniprot/SWISSPROT	5:10101047-10106758	phyA1
pip1b	plasma membrane intrinsic protein1	AC209208.3_FG002	EntrezGene	5:193306422-193309271	pip1b
pip1e	plasma membrane intrinsic protein1	GRMZM2G081843	EntrezGene	4:169974857-169976357	pip1e
pip1f	plasma membrane intrinsic protein1	GRMZM2G136032	EntrezGene	9:6467254-6468954	pip1f
pip2b	plasma membrane intrinsic protein2	GRMZM2G092125	EntrezGene	2:168551300-168554811	pip2b
pip2c	plasma membrane intrinsic protein2	GRMZM2G081192	EntrezGene	4:143863795-143866843	pip2c
pip2d	plasma membrane intrinsic protein2	GRMZM2G154628	EntrezGene	5:195187060-195190075	pip2d
pk3	S-domain class receptor-like kinase3	GRMZM2G309025	EntrezGene	7:156474470-156477343	pk3
PLD1	phospholipase D	GRMZM2G054559	EntrezGene	3:12189233-12194178	pld1
pls1	phospholipid synthesis1	GRMZM2G037104	EntrezGene	2:229606246-229611930	pls1
plt1	phospholipid transfer protein homolog1	GRMZM2G101958	EntrezGene	10:4165442-4166593	plt1
por1	porin	GRMZM2G155021	EntrezGene	8:140095119-140098045	por1
por2	porin2	GRMZM2G125023	EntrezGene	10:139122197-139125216	por2
ppt1	plastid phosphate/phosphoenolpyruvate translocator1	GRMZM2G047404	EntrezGene	2:173282474-173286392	ppt1
ppt2	plastid phosphate/phosphoenolpyruvate translocator2	GRMZM2G103047	EntrezGene	7:82082030-82086178	ppt2
prf1	profilin homolog1	GRMZM2G074361	EntrezGene	6:160161670-160162832	prf1
prf5	Profilin homolog5	GRMZM5G877388	EntrezGene	9:19034931-19038665	prf5
prh1	ser/thr protein phosphatase1	GRMZM2G112240	EntrezGene	4:170914968-170918489	prh1
psaC	photosystem I iron-sulfur center	GRMZM5G815553	EntrezGene	Pt:111760-112005	psaC (cp)
psbB	photosystem II P680 chlorophyll A apoprotein	GRMZM5G808939	EntrezGene	Pt:70706-72490	psbB (cp)
psbH	photosystem II reaction center protein H	GRMZM5G831399	EntrezGene	Pt:72774-73328	psbH (cp)
psei2	cystatin2	GRMZM2G012160	EntrezGene	8:171412337-171415029	psei2
psei6	cystatin6	GRMZM2G401328	EntrezGene	1:79131877-79132681	psei6
psei8	cystatin8	GRMZM2G401374	EntrezGene	1:79139398-79140070	psei8
PSK3	putative phytosulfokine peptide precursor	GRMZM2G084859	MaizeGDB	9:144991747-144992659	psk3
psk4	phytosulfokine4	GRMZM2G031261	EntrezGene	10:4749444-4750227	psk4
psy2	phytoene synthase2	GRMZM2G149317	EntrezGene	8:168273042-168276092	psy2
ptk1	protein kinase1	GRMZM2G328785	EntrezGene	6:133639488-133642330	ptk1
qm1	QM1 homolog1	GRMZM2G087233	EntrezGene	5:19437605-19439848	qm1
ra2	ramosa 2	AC233943.1_FG002	EntrezGene	3:12882491-12883276	ra2
ra3	ramosa3	GRMZM2G014729	EntrezGene	7:166856424-166860909	ra3
rad51a	recombination protein51 gene a	GRMZM2G121543	EntrezGene	7:160138955-160143097	rad51a
rad51b	recombination protein51 gene b	GRMZM2G084762	EntrezGene	3:135439981-135443437	rad51b
ras1	ras related protein1	GRMZM2G330430	EntrezGene	2:39425347-39428132	ras1
rbcL	RuBisCO large subunit	GRMZM5G815453	EntrezGene	Pt:56824-58323	rbcL (cp)
rbcL	RuBisCO large subunit	GRMZM2G360821	EntrezGene	6:160783975-160786062	rbcL (cp)
rbcL	RuBisCO large subunit	GRMZM2G448344	EntrezGene	1:203925927-203931405	rbcL (cp)
rbcL	RuBisCO large subunit	GRMZM2G385635	EntrezGene	2:200096578-200100853	rbcL (cp)
RCP1	root cap protein 1	GRMZM2G097316	EntrezGene	3:145480710-145482029	rcp1
rcph2	root cap periphery gene2	GRMZM2G146502	EntrezGene	4:188067941-188069398	rcph2
rf2	restorer of fertility2	GRMZM2G058675	EntrezGene	9:33125819-33139794	rf2
rif1	r-interacting factor1	GRMZM2G049155	EntrezGene	7:74116458-74125320	rif1
rld1	rolled leaf1	GRMZM2G109987	EntrezGene	9:154642336-154650601	rld1
rld2	rolled leaf 2	GRMZM2G042250	EntrezGene	1:2793728-2800641	rld2
RNC1	chloroplast ribonuclease III domain protein	GRMZM2G035820	EntrezGene	3:187172511-187177190	rnc1
ROA1	ROA protein 1	GRMZM2G100639	EntrezGene	6:153742052-153747065	roa1
rop2	Rho-related protein from plants 2	GRMZM5G846811	EntrezGene	4:238049247-238053067	rop2
rop3	Rop3 small GTP binding protein	GRMZM2G100505	EntrezGene	6:132825117-132828381	rop3
rop4	Rho-related protein from plants 4	GRMZM2G375002	EntrezGene	5:217600448-217609342	rop4
rop6	rop6 protein	GRMZM2G176217	EntrezGene	6:158449725-158452070	rop6
rop7	Rho-related protein from plants 7	AC209819.3_FG012	EntrezGene	8:122948949-122951142	rop7
rop9	Rho-related protein from plants 9	GRMZM5G803949	EntrezGene	5:70882910-70886859	rop9
rpd3	RPD3 histone deacetylase homolog	GRMZM2G457889	EntrezGene	2:209634733-209646238	rpd3
rph1	RNase PH homolog	GRMZM2G345039	EntrezGene	8:67726838-67735146	rph1
rpl17	ribosomal protein L17	GRMZM2G702426	EntrezGene	4:44061937-44064386	rpl17
rpl29	ribosomal protein L29	GRMZM2G028216	EntrezGene	4:180580017-180581711	rpl29
rpl30	ribosomal protein L30	GRMZM2G027728	EntrezGene	8:2349948-2353138	rpl30
rpoA	RNA polymerase alpha chain	GRMZM5G879235	EntrezGene	Pt:75623-77189	rpoA (cp)
rpoB	RNA polymerase beta chain	GRMZM5G877454	EntrezGene	Pt:21468-24695	rpoB (cp)
rpoC1	RNA polymerase beta' chain	GRMZM5G899366	EntrezGene	Pt:24733-26784	rpoC1 (cp)
rpoC2	RNA polymerase beta'' subunit	GRMZM5G892247	EntrezGene	Pt:26983-31566	rpoC2 (cp)
rps11	30S ribosomal protein S11	GRMZM5G858556	EntrezGene	Pt:77252-77985	rps11
rps11	30S ribosomal protein S11	GRMZM2G427564	EntrezGene	5:209939841-209941412	rps11
RPS11	ribosomal protein S11	GRMZM2G019325	EntrezGene	10:142067983-142070677	rps11
RPS11	ribosomal protein S11	GRMZM2G044800	EntrezGene	2:10477304-10479869	rps11
rps12	ribosomal protein S12	GRMZM5G881135	EntrezGene	Mt:262384-262761	rps12(mtT)
rps12	ribosomal proteinS12 (homolog)	GRMZM2G063340	EntrezGene	7:21276565-21279263	rps12(mtT)
rps12	ribosomal protein S12	GRMZM2G474534	EntrezGene	2:172100533-172106502	rps12(mtT)
rps13	ribosomal protein S13	GRMZM5G887290	EntrezGene	Mt:319613-319963	rps13(mtNB)
rps13	ribosomal protein S13	GRMZM5G899073	EntrezGene	3:185565491-185565841	rps13(mtNB)
rps13	incompletely edited mRNA	GRMZM2G084914	MaizeGDB	4:164551470-164554153	rps13(mtNB)
rps13	incompletely edited mRNA	GRMZM2G450673	MaizeGDB	1:234680871-234688573	rps13(mtNB)
rps13	incompletely edited mRNA	GRMZM2G411652	MaizeGDB	4:156794119-156800490	rps13(mtNB)
rps13	incompletely edited mRNA	GRMZM2G314646	MaizeGDB	3:27419388-27425778	rps13(mtNB)
rps2	30S ribosomal protein S2	GRMZM2G013798	EntrezGene	6:160769883-160773894	rps2 (cp)
rps2	30S ribosomal protein S2	GRMZM5G809869	EntrezGene	Pt:31858-32568	rps2 (cp)
rps24	ribosomal protein S24	GRMZM2G091383	EntrezGene	5:151630640-151632426	rps24
rps3	ribosomal protein S3	GRMZM5G861791	EntrezGene	Mt:160501-164661	rps3(mtNA)
rps3	30S ribosomal protein S3	GRMZM5G838396	EntrezGene	Pt:81113-82518	rps3(mtNA)
rps3	30S ribosomal protein S3	GRMZM2G448151	EntrezGene	1:203905970-203907361	rps3(mtNA)
rps4	ribosomal protein S4	GRMZM5G849223	EntrezGene	Mt:19813-20889	rps4
rps4	ribosomal protein S4 type I	GRMZM2G125271	MaizeGDB	5:1488844-1491571	rps4
rps4	ribsomal protein S4	GRMZM2G035017	MaizeGDB	1:296874949-296877709	rps4
rps6	ribosomal proteinS6	GRMZM2G054136	EntrezGene	7:166377404-166390583	rps6
rs1	rough sheath1	GRMZM2G028041	EntrezGene	7:3664698-3670891	rs1
rs2	rough sheath2	GRMZM2G403620	EntrezGene	1:154952735-154957201	rs2
rth3	roothair defective3	GRMZM2G377215	EntrezGene	1:47504495-47507003	rth3
Sal1	superal1	GRMZM2G117935	EntrezGene	9:94575435-94578265	sal1
sam2	S-adenosyl methionine decarboxylase2	GRMZM2G154397	EntrezGene	2:32491968-32495438	sam2
sat1	serine acetyltransferase1	GRMZM2G069203	EntrezGene	8:155481968-155483345	sat1
sat2	serine acetyltransferase2	GRMZM2G013430	EntrezGene	1:24050823-24052281	sat2
sbe1		GRMZM2G373717	MaizeGDB	6:82615236-82618088	sbe1
sbe1	starch branching enzyme1	GRMZM2G088753	EntrezGene	5:63317874-63324803	sbe1
sbip1a	small basic membrane intrinsic protein1a	GRMZM2G113470	EntrezGene	4:9889419-9895586	sbip1a
sbip1b	small basic membrane intrinsic protein1b	GRMZM2G060922	EntrezGene	8:107289006-107293878	sbip1b
sbp6	SBP-domain protein 6	GRMZM2G307588	MaizeGDB	7:133170018-133173665	sbp6
sca1	short chain alcohol dehydrogenase1	GRMZM2G332976	EntrezGene	5:3145791-3147542	sca1
sci1	subtilisin-chymotrypsin inhibitor homolog1	GRMZM2G028393	EntrezGene	8:134463276-134464177	sci1
sdh1	sorbitol dehydrogenase homolog1	GRMZM2G175423	EntrezGene	1:197267922-197271011	sdh1
serk2	somatic embryogenesis receptor-like kinase2	GRMZM2G115420	EntrezGene	5:176215600-176221189	serk2
sfp1	sulfate permease1	GRMZM2G159632	EntrezGene	1:24404290-24408869	sfp1
sgb101	silencing gene B	GRMZM2G106245	EntrezGene	2:6987731-6990655	sgb101
sgb102	silencing gene B 102	GRMZM2G123159	EntrezGene	1:264164685-264167838	sgb102
sgo1	shugosin centromeric cohesion1	GRMZM2G074082	EntrezGene	7:18520211-18524529	sgo1
SH-1	sucrose synthase	GRMZM2G089713	EntrezGene	9:11496011-11502772	sh1
sh2		AC202181.3_FG010	MaizeGDB	8:150964410-150965270	sh2
Sh2	shrunken-2 locus	GRMZM2G429899	EntrezGene	3:216414684-216424048	sh2
si1	silky1	GRMZM2G139073	EntrezGene	6:84785892-84790566	si1
sig2A	sigma factor SIG2A	GRMZM2G143392	EntrezGene	4:17326801-17331852	sig2A
sig2B	sigma-like factor2B	GRMZM2G003182	EntrezGene	2:231022173-231024923	sig2B
sig2B	sigma-like factor2B	GRMZM2G100086	EntrezGene	1:39675558-39678308	sig2B
sig2B	sigma-like factor2B	GRMZM2G164084	EntrezGene	1:264461820-264464570	sig2B
smh4	single myb histone4	GRMZM2G108424	EntrezGene	3:204358416-204366143	smh4
Smh6	single myb histone 6	GRMZM2G095239	EntrezGene	5:17104261-17119670	smh6
smt1	sterol methyltransferase1	GRMZM2G122810	EntrezGene	7:18139415-18148234	smt1
spp1	sucrose-phosphatase1	GRMZM2G055489	EntrezGene	8:116304892-116311147	spp1
spr1	signal recognition particle receptor homolog1	GRMZM2G060296	EntrezGene	1:1962962-1970150	spr1
Ss1	plastid starch synthase I precursor	GRMZM2G129451	EntrezGene	9:17633649-17644469	ss1
ssu1	ribulose bisphosphate carboxylase small subunit1	GRMZM2G098520	EntrezGene	4:190051325-190053808	ssu1
stk1	Tassel serine threonine kinase 1	GRMZM2G165433	MaizeGDB	9:11777535-11780657	stk1
sum1	siroheme uroporphyrinogen methyltransferase1	GRMZM2G105604	EntrezGene	3:216593144-216597291	sum1
sus1	sucrose synthase1	GRMZM2G152908	EntrezGene	9:122220190-122226863	sus1
sus2	sucrose synthase2	GRMZM2G318780	EntrezGene	1:56785051-56792250	sus2
sut2	sucrose transporter2	GRMZM2G145107	EntrezGene	5:216583595-216588061	sut2
sxd1	sucrose export defective1	GRMZM2G009785	EntrezGene	5:133501928-133518495	sxd1
tan1	tangled1	GRMZM2G039113	EntrezGene	6:142567301-142569532	tan1
tap1	translocon-associated protein homolog1	GRMZM2G075844	EntrezGene	5:61210979-61215122	tap1
tb1		AC233950.1_FG002	MaizeGDB	1:265745979-265747712	tb1
tbp1	TATA-binding protein1	GRMZM2G149238	EntrezGene	1:258957013-258962164	tbp1
TE1	terminal ear1	GRMZM2G085113	EntrezGene	3:165174146-165178071	te1
tgz15	transglutaminase	GRMZM2G045005	MaizeGDB	2:37415342-37419186	tgz15
tha8	thylakoid assembly8	AC217965.2_FG012	EntrezGene	8:15106418-15107209	tha8
tha8	Tha8	GRMZM2G466032	MaizeGDB	8:15106316-15107290	tha8
tif1	translation initiation factor1	GRMZM5G835323	EntrezGene	7:154266540-154269437	tif1
TIF5A	translation initiation factor 5A	GRMZM2G144030	EntrezGene	7:163002247-163005888	tif5A
TIF5A	translation initiation factor 5A	GRMZM2G113696	EntrezGene	2:209289645-209292956	tif5A
tip2a	tonoplast intrinsic protein2	GRMZM2G027098	EntrezGene	4:152431121-152432566	tip2a
TLK2	tousled-like kinase 2	GRMZM2G172132	EntrezGene	5:7223754-7240165	tlk2
toc34	translocon at outer membrane of chloroplast34	GRMZM2G159777	EntrezGene	9:143798092-143804346	toc34
tps1	terpene synthase1	GRMZM2G049538	EntrezGene	2:10596548-10605493	tps1
trh1	thioredoxin h homolog1	GRMZM2G079089	EntrezGene	3:219335555-219336963	trh1
trh2	thioredoxin h homolog2	GRMZM2G144653	EntrezGene	7:13173972-13176516	trh2
trm1	thioredoxin M1	GRMZM2G181258	EntrezGene	10:16213714-16214691	trm1
tua5	alpha tubulin5	GRMZM2G099167	EntrezGene	2:206628370-206632051	tua5
tua6	alpha tubulin6	GRMZM2G083243	EntrezGene	7:160032302-160036034	tua6
TubG1	gamma-tubulin 1	GRMZM2G073888	EntrezGene	8:79279730-79285740	tubg1
uce2	ubiqutin conjugating enzyme 2	GRMZM2G465296	MaizeGDB	9:11777826-11780173	uce2
